division,subtype,report_year,count_cleared,count_,clearance_rate,unsolved_crime
D31,Break & Enter-Apartment,2016,1,1,1,0
D23,Assault,2016,31,44,0,13
D23,Other,2016,7,7,1,0
D23,Fraud,2016,0,1,0,1
D23,Assault,2016,165,264,0,99
D23,Assault,2016,53,85,0,32
D23,Attempt Murder,2016,0,1,0,1
D23,Attempt Murder,2016,1,2,0,1
D31,Sexual Violation,2016,0,1,0,1
D31,Sexual Violation,2016,12,21,0,9
D31,Sexual Violation,2016,2,4,0,2
D31,Sexual Violation,2016,27,39,0,12
D31,Other,2016,11,11,1,0
D31,Other,2016,13,13,1,0
D31,Other,2016,29,36,0,7
D31,Other,2016,8,8,1,0
D31,Other,2016,13,15,0,2
D31,Other,2016,2,2,1,0
D31,Other,2016,16,17,0,1
D31,Other,2016,7,7,1,0
D31,Other,2016,19,20,0,1
D31,Other,2016,102,115,0,13
D31,Other,2016,23,27,0,4
D31,Other,2016,1,1,1,0
D31,Other,2016,133,146,0,13
D31,Other,2016,33,44,0,11
D31,Other,2016,244,249,0,5
D32,Break & Enter-Commercial,2016,1,1,1,0
D32,Robbery-Other,2016,1,2,0,1
D32,Theft Over $5000,2016,0,4,0,4
D31,Other,2016,0,1,0,1
D31,Other,2016,4,4,1,0
D31,Other,2016,84,97,0,13
D31,Other,2016,7,9,0,2
D31,Other,2016,2,2,1,0
D31,Other,2016,108,129,0,21
D31,Other Criminal Violations - Offensive Weapons,2016,29,37,0,8
D31,Other Criminal Violations - Offensive Weapons,2016,12,14,0,2
D31,Other Criminal Violations - Offensive Weapons,2016,42,56,0,14
D31,Other Criminal Violations - Offensive Weapons,2016,15,20,0,5
D31,Other Criminal Violations - Offensive Weapons,2016,7,12,0,5
D31,Other Criminal Violations - Offensive Weapons,2016,1,1,1,0
D31,Other Criminal Violations - Offensive Weapons,2016,29,33,0,4
D31,Other Criminal Violations - Offensive Weapons,2016,3,4,0,1
D31,Other Criminal Violations - Offensive Weapons,2016,31,40,0,9
D31,Other,2016,6,7,0,1
D31,Other,2016,2,2,1,0
D31,Other,2016,10,10,1,0
D31,Other,2016,3,3,1,0
D31,Other,2016,4,5,0,1
D31,Other,2016,1,1,1,0
D31,Other,2016,6,6,1,0
D31,Other,2016,1,1,1,0
D31,Other,2016,3,5,0,2
D32,Other,2016,3,4,0,1
D32,Other,2016,1,1,1,0
D32,Other,2016,5,6,0,1
D32,Other,2016,1,1,1,0
D32,Other,2016,12,12,1,0
D32,Other,2016,4,6,0,2
D32,Other,2016,5,6,0,1
D32,Fraud,2016,15,51,0,36
D32,Other,2016,6,6,1,0
D32,Attempt Murder,2016,1,1,1,0
D32,Attempt Murder,2016,1,1,1,0
D32,Theft Over $5000,2016,0,6,0,6
D32,Robbery-Other,2016,3,10,0,7
D32,Fraud,2016,5,19,0,14
D32,Break & Enter-Commercial,2016,0,3,0,3
D32,Attempt Murder,2016,1,2,0,1
D32,Other,2016,6,7,0,1
D32,Theft Over $5000,2016,3,15,0,12
D32,Sexual Violation,2016,4,10,0,6
D32,Fraud,2016,4,42,0,38
D32,Break & Enter-Commercial,2016,1,14,0,13
D32,Break & Enter-Commercial,2016,1,1,1,0
D32,Break & Enter-Commercial,2016,1,7,0,6
D32,Break & Enter-Commercial,2016,2,6,0,4
D32,Break & Enter-Commercial,2016,0,3,0,3
D32,Break & Enter-Commercial,2016,0,4,0,4
D32,Break & Enter-Commercial,2016,0,3,0,3
D32,Break & Enter-Commercial,2016,1,10,0,9
D32,Break & Enter-Commercial,2016,1,1,1,0
D32,Break & Enter-Commercial,2016,0,2,0,2
D32,Break & Enter-Commercial,2016,2,8,0,6
D32,Break & Enter-Commercial,2016,0,3,0,3
D32,Break & Enter-Commercial,2016,0,5,0,5
D32,Break & Enter-Commercial,2016,1,39,0,38
D32,Break & Enter-Commercial,2016,4,24,0,20
D32,Break & Enter-House,2016,1,3,0,2
D32,Break & Enter-House,2016,1,28,0,27
D32,Break & Enter-House,2016,1,54,0,53
D32,Break & Enter-House,2016,1,14,0,13
D32,Break & Enter-House,2016,1,26,0,25
D32,Break & Enter-House,2016,1,6,0,5
D32,Break & Enter-House,2016,1,45,0,44
D32,Break & Enter-House,2016,1,16,0,15
D32,Break & Enter-House,2016,6,35,0,29
D32,Break & Enter-House,2016,1,16,0,15
D32,Break & Enter-House,2016,1,34,0,33
D32,Break & Enter-House,2016,3,31,0,28
D32,Break & Enter-House,2016,1,25,0,24
D32,Break & Enter-House,2016,0,9,0,9
D32,Break & Enter-House,2016,6,27,0,21
D32,Break & Enter-House,2016,1,1,1,0
D32,Break & Enter-House,2016,0,4,0,4
D32,Break & Enter-Other,2016,1,1,1,0
D32,Break & Enter-Other,2016,2,4,0,2
D32,Break & Enter-Other,2016,0,1,0,1
D32,Break & Enter-Other,2016,1,6,0,5
D32,Break & Enter-Other,2016,0,1,0,1
D32,Break & Enter-Other,2016,0,1,0,1
D32,Break & Enter-Other,2016,0,2,0,2
D32,Break & Enter-Other,2016,0,1,0,1
D32,Break & Enter-Other,2016,0,1,0,1
D32,Break & Enter-Other,2016,1,5,0,4
D32,Break & Enter-Other,2016,0,2,0,2
D32,Break & Enter-Other,2016,0,3,0,3
D32,Fraud,2016,6,32,0,26
D32,Fraud,2016,3,50,0,47
D32,Fraud,2016,5,34,0,29
D32,Fraud,2016,1,6,0,5
D32,Other,2016,1,1,1,0
D32,Sexual Violation,2016,1,3,0,2
D32,Theft Over $5000,2016,4,22,0,18
D32,Other,2016,1,2,0,1
D32,Fraud,2016,4,37,0,33
D32,Attempt Murder,2016,1,1,1,0
D32,Sexual Violation,2016,3,5,0,2
D32,Theft Under $5000,2016,32,107,0,75
D32,Attempt Murder,2016,1,1,1,0
D32,Fraud,2016,3,47,0,44
D32,Sexual Violation,2016,8,15,0,7
D32,Other,2016,4,6,0,2
D32,Theft Under $5000,2016,17,76,0,59
D32,Other,2016,9,15,0,6
D32,Fraud,2016,3,29,0,26
D32,Sexual Violation,2016,0,1,0,1
D32,Other,2016,8,8,1,0
D32,Theft Under $5000,2016,0,1,0,1
D32,Other,2016,8,17,0,9
D32,Fraud,2016,0,4,0,4
D32,Sexual Violation,2016,4,7,0,3
D32,Other,2016,1,1,1,0
D32,Theft Under $5000,2016,0,2,0,2
D32,Other,2016,0,1,0,1
D32,Fraud,2016,5,39,0,34
D32,Sexual Violation,2016,1,4,0,3
D32,Other,2016,8,9,0,1
D32,Theft Under $5000,2016,15,121,0,106
D32,Other,2016,4,12,0,8
D32,Fraud,2016,11,56,0,45
D32,Sexual Violation,2016,7,12,0,5
D32,Other,2016,3,6,0,3
D32,Theft Under $5000,2016,2,17,0,15
D32,Other,2016,0,3,0,3
D32,Fraud,2016,3,21,0,18
D32,Sexual Violation,2016,5,7,0,2
D32,Other,2016,6,9,0,3
D32,Theft Under $5000,2016,110,255,0,145
D32,Other,2016,13,25,0,12
D32,Fraud,2016,6,57,0,51
D32,Sexual Violation,2016,4,8,0,4
D32,Other,2016,8,10,0,2
D32,Theft Under $5000,2016,3,60,0,57
D32,Other,2016,4,11,0,7
D32,Fraud,2016,12,71,0,59
D32,Fraud,2016,12,63,0,51
D32,Fraud,2016,11,74,0,63
D32,Fraud,2016,44,110,0,66
D32,Other,2016,8,30,0,22
D32,Other,2016,20,49,0,29
D32,Other,2016,1,1,1,0
D32,Other,2016,1,2,0,1
D32,Other,2016,4,58,0,54
D32,Other,2016,1,9,0,8
D32,Other,2016,14,65,0,51
D32,Other,2016,7,28,0,21
D32,Other,2016,7,45,0,38
D32,Other,2016,15,55,0,40
D32,Other,2016,12,70,0,58
D32,Other,2016,2,29,0,27
D32,Other,2016,2,3,0,1
D32,Other,2016,17,57,0,40
D32,Other,2016,21,80,0,59
D32,Other,2016,7,22,0,15
D32,Other,2016,9,45,0,36
D32,Other,2016,15,51,0,36
D32,Other,2016,22,59,0,37
D32,Other,2016,9,41,0,32
D32,Other,2016,296,369,0,73
D32,Theft Over $5000,2016,1,6,0,5
D32,Theft Over $5000,2016,1,4,0,3
D32,Theft Over $5000,2016,1,9,0,8
D32,Theft Over $5000,2016,0,2,0,2
D32,Theft Over $5000,2016,2,6,0,4
D32,Theft Over $5000,2016,0,1,0,1
D32,Theft Over $5000,2016,0,4,0,4
D32,Theft Over $5000,2016,1,5,0,4
D32,Theft Over $5000,2016,0,4,0,4
D32,Theft Over $5000,2016,0,3,0,3
D32,Theft Over $5000,2016,1,5,0,4
D32,Theft Over $5000,2016,1,6,0,5
D32,Theft Over $5000,2016,0,5,0,5
D32,Theft Over $5000,2016,0,7,0,7
D32,Other,2016,14,23,0,9
D32,Sexual Violation,2016,2,2,1,0
D32,Theft Under $5000,2016,1,64,0,63
D32,Other,2016,7,17,0,10
D32,Other,2016,27,29,0,2
D32,Sexual Violation,2016,2,6,0,4
D32,Theft Under $5000,2016,65,168,0,103
D32,Other,2016,9,21,0,12
D32,Auto Theft,2016,0,7,0,7
D32,Sexual Violation,2016,7,12,0,5
D32,Theft Under $5000,2016,36,187,0,151
D32,Auto Theft,2016,1,25,0,24
D32,Other,2016,6,10,0,4
D32,Sexual Violation,2016,2,3,0,1
D32,Other,2016,0,1,0,1
D32,Auto Theft,2016,0,14,0,14
D32,Sexual Violation,2016,5,13,0,8
D32,Other,2016,7,19,0,12
D32,Theft Under $5000,2016,6,61,0,55
D32,Auto Theft,2016,0,7,0,7
D32,Sexual Violation,2016,4,16,0,12
D32,Other,2016,23,44,0,21
D32,Theft Under $5000,2016,0,4,0,4
D32,Auto Theft,2016,5,54,0,49
D32,Sexual Violation,2016,0,1,0,1
D32,Other,2016,13,16,0,3
D32,Theft Under $5000,2016,28,128,0,100
D32,Auto Theft,2016,1,10,0,9
D32,Sexual Violation,2016,7,10,0,3
D32,Other,2016,20,41,0,21
D32,Theft Under $5000,2016,53,231,0,178
D32,Auto Theft,2016,0,33,0,33
D32,Sexual Violation,2016,1,1,1,0
D32,Other,2016,11,26,0,15
D32,Theft Under $5000,2016,0,1,0,1
D32,Auto Theft,2016,0,12,0,12
D32,Sexual Violation,2016,5,20,0,15
D32,Other,2016,7,17,0,10
D32,Theft Under $5000,2016,0,53,0,53
D32,Auto Theft,2016,4,28,0,24
D32,Other,2016,4,5,0,1
D32,Other,2016,5,19,0,14
D32,Theft Under $5000,2016,4,94,0,90
D32,Auto Theft,2016,0,14,0,14
D32,Other,2016,10,10,1,0
D32,Other,2016,16,41,0,25
D32,Theft Under $5000,2016,14,144,0,130
D32,Auto Theft,2016,0,1,0,1
D32,Other,2016,1,1,1,0
D32,Robbery-Financial,2016,0,1,0,1
D32,Theft Under $5000,2016,159,290,0,131
D32,Auto Theft,2016,0,1,0,1
D32,Other,2016,10,10,1,0
D32,Robbery-Financial,2016,1,1,1,0
D32,Theft Under $5000,2016,178,370,0,192
D32,Theft Under $5000,2016,635,931,0,296
D32,Assault,2016,30,41,0,11
D32,Assault,2016,44,58,0,14
D32,Assault,2016,13,30,0,17
D32,Assault,2016,6,8,0,2
D32,Assault,2016,33,55,0,22
D32,Assault,2016,23,46,0,23
D32,Assault,2016,27,44,0,17
D32,Assault,2016,51,96,0,45
D32,Assault,2016,31,57,0,26
D32,Assault,2016,11,22,0,11
D32,Assault,2016,2,5,0,3
D32,Assault,2016,47,78,0,31
D32,Assault,2016,77,123,0,46
D32,Assault,2016,0,1,0,1
D32,Assault,2016,17,24,0,7
D32,Assault,2016,76,100,0,24
D32,Assault,2016,63,91,0,28
D32,Assault,2016,43,64,0,21
D32,Assault,2016,25,57,0,32
D32,Assault,2016,75,112,0,37
D32,Attempt Murder,2016,0,2,0,2
D32,Attempt Murder,2016,1,4,0,3
D32,Attempt Murder,2016,1,1,1,0
D32,Attempt Murder,2016,2,3,0,1
D32,Robbery-Financial,2016,1,1,1,0
D32,Robbery-Financial,2016,4,4,1,0
D32,Robbery-Financial,2016,1,1,1,0
D32,Robbery-Financial,2016,1,1,1,0
D32,Robbery-Financial,2016,3,3,1,0
D32,Robbery-Financial,2016,1,1,1,0
D32,Robbery-Financial,2016,0,1,0,1
D32,Robbery-Other,2016,2,3,0,1
D32,Robbery-Other,2016,5,11,0,6
D32,Robbery-Other,2016,1,1,1,0
D32,Robbery-Other,2016,1,12,0,11
D32,Robbery-Other,2016,3,5,0,2
D32,Robbery-Other,2016,0,2,0,2
D32,Robbery-Other,2016,3,14,0,11
D32,Robbery-Other,2016,4,30,0,26
D32,Robbery-Other,2016,2,5,0,3
D32,Robbery-Other,2016,1,3,0,2
D32,Robbery-Other,2016,2,9,0,7
D32,Robbery-Other,2016,3,16,0,13
D32,Robbery-Other,2016,0,5,0,5
D32,Robbery-Other,2016,2,9,0,7
D32,Robbery-Other,2016,0,7,0,7
D32,Robbery-Other,2016,10,22,0,12
D32,Other,2016,3,4,0,1
D32,Auto Theft,2016,0,4,0,4
D32,Other,2016,9,11,0,2
D32,Other,2016,5,5,1,0
D32,Other,2016,2,2,1,0
D32,Other,2016,7,7,1,0
D32,Other,2016,5,6,0,1
D32,Other,2016,2,2,1,0
D32,Other,2016,1,1,1,0
D32,Other,2016,14,14,1,0
D32,Other,2016,7,7,1,0
D32,Other,2016,5,5,1,0
D32,Other,2016,4,5,0,1
D32,Other,2016,6,6,1,0
D32,Other,2016,8,9,0,1
D32,Other,2016,5,5,1,0
D32,Other,2016,13,13,1,0
D32,Other,2016,9,12,0,3
D32,Other,2016,10,17,0,7
D32,Other,2016,2,2,1,0
D32,Other,2016,1,1,1,0
D32,Other,2016,7,9,0,2
D32,Other,2016,1,1,1,0
D32,Other,2016,41,49,0,8
D32,Other,2016,11,12,0,1
D32,Auto Theft,2016,0,8,0,8
D32,Auto Theft,2016,3,53,0,50
D32,Auto Theft,2016,1,5,0,4
D32,Auto Theft,2016,3,25,0,22
D32,Auto Theft,2016,1,12,0,11
D32,Auto Theft,2016,0,7,0,7
D32,Auto Theft,2016,2,35,0,33
D32,Auto Theft,2016,0,28,0,28
D32,Break & Enter-Apartment,2016,0,3,0,3
D32,Break & Enter-Apartment,2016,0,1,0,1
D32,Break & Enter-Apartment,2016,1,2,0,1
D32,Break & Enter-Apartment,2016,0,2,0,2
D32,Break & Enter-Apartment,2016,1,1,1,0
D32,Break & Enter-Apartment,2016,0,5,0,5
D32,Break & Enter-Apartment,2016,1,4,0,3
D32,Break & Enter-Apartment,2016,0,2,0,2
D32,Break & Enter-Apartment,2016,0,1,0,1
D32,Break & Enter-Apartment,2016,0,5,0,5
D32,Break & Enter-Apartment,2016,1,15,0,14
D32,Break & Enter-Apartment,2016,0,3,0,3
D32,Break & Enter-Apartment,2016,2,10,0,8
D32,Break & Enter-Apartment,2016,3,6,0,3
D32,Break & Enter-Apartment,2016,4,6,0,2
D32,Break & Enter-Apartment,2016,0,2,0,2
D32,Break & Enter-Apartment,2016,2,5,0,3
D32,Other,2016,11,15,0,4
D32,Other,2016,33,36,0,3
D32,Other,2016,5,5,1,0
D32,Other,2016,13,16,0,3
D32,Other,2016,7,9,0,2
D32,Other,2016,2,3,0,1
D32,Other,2016,20,25,0,5
D32,Other,2016,35,38,0,3
D32,Other,2016,5,5,1,0
D32,Other,2016,27,34,0,7
D32,Other,2016,43,51,0,8
D32,Other,2016,2,2,1,0
D32,Other,2016,36,41,0,5
D32,Other,2016,206,220,0,14
D32,Other,2016,78,87,0,9
D32,Other Criminal Violations - Offensive Weapons,2016,4,4,1,0
D32,Other Criminal Violations - Offensive Weapons,2016,4,5,0,1
D32,Other Criminal Violations - Offensive Weapons,2016,2,2,1,0
D32,Other Criminal Violations - Offensive Weapons,2016,1,3,0,2
D32,Other Criminal Violations - Offensive Weapons,2016,3,5,0,2
D32,Other Criminal Violations - Offensive Weapons,2016,3,4,0,1
D32,Other Criminal Violations - Offensive Weapons,2016,7,7,1,0
D32,Other Criminal Violations - Offensive Weapons,2016,6,6,1,0
D32,Other Criminal Violations - Offensive Weapons,2016,0,1,0,1
D32,Other Criminal Violations - Offensive Weapons,2016,3,8,0,5
D32,Other Criminal Violations - Offensive Weapons,2016,7,11,0,4
D32,Other Criminal Violations - Offensive Weapons,2016,8,9,0,1
D32,Other Criminal Violations - Offensive Weapons,2016,5,5,1,0
D32,Other Criminal Violations - Offensive Weapons,2016,5,6,0,1
D32,Other Criminal Violations - Offensive Weapons,2016,6,8,0,2
D32,Other Criminal Violations - Offensive Weapons,2016,10,10,1,0
D32,Other,2016,1,1,1,0
D32,Other,2016,2,2,1,0
D32,Other,2016,0,1,0,1
D32,Other,2016,1,1,1,0
D32,Other,2016,1,1,1,0
D32,Other,2016,1,1,1,0
D32,Other,2016,3,4,0,1
D32,Other,2016,3,4,0,1
D32,Other,2016,3,3,1,0
D32,Other,2016,2,3,0,1
D33,Other,2016,14,19,0,5
D33,Other,2016,10,11,0,1
D33,Other,2016,9,9,1,0
D33,Other,2016,24,25,0,1
D33,Other,2016,10,10,1,0
D33,Other,2016,2,2,1,0
D33,Other,2016,12,13,0,1
D33,Other,2016,6,7,0,1
D33,Other,2016,2,2,1,0
D33,Theft Over $5000,2016,0,3,0,3
D33,Other,2016,3,3,1,0
D33,Other,2016,3,3,1,0
D33,Other,2016,61,68,0,7
D33,Other,2016,30,40,0,10
D33,Other,2016,14,17,0,3
D33,Other,2016,1,1,1,0
D33,Other,2016,55,62,0,7
D33,Other,2016,41,47,0,6
D33,Other,2016,4,4,1,0
D33,Other,2016,20,21,0,1
D33,Other,2016,17,20,0,3
D33,Other,2016,3,3,1,0
D33,Other,2016,4,5,0,1
D33,Other,2016,17,20,0,3
D33,Other,2016,12,16,0,4
D33,Other,2016,22,22,1,0
D33,Other,2016,28,29,0,1
D33,Other,2016,2,2,1,0
D33,Other,2016,7,7,1,0
D33,Other,2016,11,12,0,1
D33,Other Criminal Violations - Offensive Weapons,2016,10,10,1,0
D33,Other Criminal Violations - Offensive Weapons,2016,5,5,1,0
D33,Other Criminal Violations - Offensive Weapons,2016,2,2,1,0
D33,Other Criminal Violations - Offensive Weapons,2016,7,7,1,0
D33,Other Criminal Violations - Offensive Weapons,2016,5,7,0,2
D33,Other,2016,6,9,0,3
D33,Other Criminal Violations - Offensive Weapons,2016,2,2,1,0
D33,Other Criminal Violations - Offensive Weapons,2016,10,10,1,0
D33,Other Criminal Violations - Offensive Weapons,2016,3,3,1,0
D33,Other Criminal Violations - Offensive Weapons,2016,0,1,0,1
D33,Other Criminal Violations - Offensive Weapons,2016,2,2,1,0
D33,Other Criminal Violations - Offensive Weapons,2016,2,2,1,0
D33,Other Criminal Violations - Offensive Weapons,2016,4,4,1,0
D33,Other,2016,2,2,1,0
D41,Other,2016,5,5,1,0
D41,Other,2016,16,16,1,0
D41,Other,2016,30,33,0,3
D41,Other,2016,53,56,0,3
D41,Other,2016,10,10,1,0
D41,Other,2016,58,63,0,5
D41,Other,2016,9,10,0,1
D41,Other,2016,10,12,0,2
D41,Other,2016,36,38,0,2
D41,Other,2016,3,4,0,1
D41,Other,2016,55,60,0,5
D41,Other,2016,21,24,0,3
D41,Auto Theft,2016,0,2,0,2
D41,Auto Theft,2016,3,21,0,18
D41,Auto Theft,2016,3,17,0,14
D41,Auto Theft,2016,4,51,0,47
D41,Auto Theft,2016,1,11,0,10
D33,Break & Enter-House,2016,6,20,0,14
D33,Other,2016,2,3,0,1
D33,Other,2016,13,16,0,3
D41,Fraud,2016,0,10,0,10
D41,Auto Theft,2016,6,45,0,39
D33,Theft Over $5000,2016,1,4,0,3
D33,Other,2016,3,3,1,0
D33,Theft Over $5000,2016,0,2,0,2
D33,Other,2016,4,4,1,0
D41,Fraud,2016,1,23,0,22
D33,Theft Under $5000,2016,152,323,0,171
D33,Break & Enter-House,2016,0,12,0,12
D33,Other,2016,3,3,1,0
D33,Other,2016,11,25,0,14
D41,Auto Theft,2016,0,9,0,9
D41,Fraud,2016,6,62,0,56
D33,Theft Under $5000,2016,136,351,0,215
D33,Break & Enter-House,2016,5,24,0,19
D33,Other,2016,11,11,1,0
D33,Robbery-Financial,2016,1,1,1,0
D41,Auto Theft,2016,0,6,0,6
D41,Fraud,2016,17,98,0,81
D41,Fraud,2016,1,10,0,9
D41,Fraud,2016,8,72,0,64
D41,Fraud,2016,3,17,0,14
D41,Fraud,2016,11,46,0,35
D41,Fraud,2016,8,50,0,42
D41,Fraud,2016,0,1,0,1
D41,Fraud,2016,0,2,0,2
D41,Fraud,2016,6,46,0,40
D41,Fraud,2016,32,127,0,95
D41,Other,2016,2,9,0,7
D41,Other,2016,13,39,0,26
D41,Other,2016,32,111,0,79
D41,Other,2016,69,161,0,92
D41,Other,2016,11,38,0,27
D41,Other,2016,39,106,0,67
D41,Other,2016,15,43,0,28
D41,Other,2016,28,55,0,27
D41,Other,2016,47,116,0,69
D41,Other,2016,1,4,0,3
D41,Other,2016,52,101,0,49
D41,Other,2016,77,193,0,116
D41,Theft Over $5000,2016,1,2,0,1
D41,Theft Over $5000,2016,2,3,0,1
D41,Theft Over $5000,2016,1,6,0,5
D41,Theft Over $5000,2016,4,18,0,14
D41,Theft Over $5000,2016,0,2,0,2
D41,Theft Over $5000,2016,1,12,0,11
D41,Theft Over $5000,2016,3,4,0,1
D41,Theft Over $5000,2016,0,5,0,5
D41,Theft Over $5000,2016,3,10,0,7
D41,Theft Over $5000,2016,3,13,0,10
D41,Theft Under $5000,2016,3,27,0,24
D41,Theft Under $5000,2016,56,92,0,36
D41,Theft Under $5000,2016,70,237,0,167
D41,Theft Under $5000,2016,1,1,1,0
D41,Theft Under $5000,2016,158,411,0,253
D41,Theft Under $5000,2016,4,33,0,29
D41,Theft Under $5000,2016,58,246,0,188
D41,Theft Under $5000,2016,8,37,0,29
D41,Theft Under $5000,2016,40,81,0,41
D41,Theft Under $5000,2016,63,215,0,152
D41,Theft Under $5000,2016,0,1,0,1
D41,Theft Under $5000,2016,14,26,0,12
D41,Theft Under $5000,2016,176,483,0,307
D41,Theft Under $5000,2016,419,819,0,400
D41,Assault,2016,11,23,0,12
D41,Assault,2016,42,55,0,13
D33,Theft Under $5000,2016,16,64,0,48
D33,Theft Under $5000,2016,1,9,0,8
D33,Theft Under $5000,2016,293,486,0,193
D33,Theft Under $5000,2016,24,108,0,84
D33,Theft Under $5000,2016,0,1,0,1
D33,Theft Under $5000,2016,13,82,0,69
D33,Theft Under $5000,2016,53,119,0,66
D33,Theft Under $5000,2016,4,11,0,7
D33,Theft Under $5000,2016,29,95,0,66
D33,Theft Under $5000,2016,27,57,0,30
D33,Theft Under $5000,2016,40,108,0,68
D33,Theft Under $5000,2016,1,1,1,0
D33,Theft Under $5000,2016,23,73,0,50
D33,Theft Under $5000,2016,1,2,0,1
D33,Assault,2016,46,69,0,23
D33,Assault,2016,52,69,0,17
D33,Assault,2016,18,33,0,15
D33,Assault,2016,1,3,0,2
D33,Assault,2016,1,1,1,0
D33,Assault,2016,76,121,0,45
D33,Assault,2016,76,102,0,26
D33,Assault,2016,1,4,0,3
D33,Assault,2016,47,61,0,14
D33,Assault,2016,30,36,0,6
D33,Assault,2016,2,5,0,3
D33,Assault,2016,1,3,0,2
D33,Assault,2016,28,42,0,14
D33,Other,2016,1,1,1,0
D33,Assault,2016,37,45,0,8
D41,Assault,2016,124,180,0,56
D41,Assault,2016,151,223,0,72
D41,Assault,2016,21,29,0,8
D41,Assault,2016,110,164,0,54
D41,Assault,2016,48,72,0,24
D41,Assault,2016,71,86,0,15
D41,Assault,2016,132,183,0,51
D41,Assault,2016,2,3,0,1
D41,Assault,2016,75,121,0,46
D41,Assault,2016,125,169,0,44
D41,Attempt Murder,2016,1,1,1,0
D41,Attempt Murder,2016,1,1,1,0
D41,Attempt Murder,2016,1,1,1,0
D41,Attempt Murder,2016,0,2,0,2
D41,Other,2016,17,26,0,9
D41,Other,2016,10,16,0,6
D41,Other,2016,23,36,0,13
D41,Other,2016,28,49,0,21
D41,Other,2016,5,9,0,4
D41,Other,2016,22,42,0,20
D41,Other,2016,14,24,0,10
D41,Other,2016,26,37,0,11
D41,Other,2016,32,58,0,26
D41,Other,2016,18,33,0,15
D41,Other,2016,37,49,0,12
D41,Robbery-Financial,2016,1,1,1,0
D41,Robbery-Other,2016,5,7,0,2
D41,Robbery-Other,2016,5,16,0,11
D41,Robbery-Other,2016,7,19,0,12
D41,Robbery-Other,2016,20,38,0,18
D41,Robbery-Other,2016,2,7,0,5
D41,Robbery-Other,2016,26,50,0,24
D41,Robbery-Other,2016,3,16,0,13
D41,Robbery-Other,2016,1,9,0,8
D41,Robbery-Other,2016,11,27,0,16
D41,Robbery-Other,2016,7,13,0,6
D41,Robbery-Other,2016,9,25,0,16
D41,Robbery-Other,2016,5,17,0,12
D41,Sexual Violation,2016,3,3,1,0
D41,Sexual Violation,2016,4,6,0,2
D41,Sexual Violation,2016,8,12,0,4
D41,Sexual Violation,2016,11,16,0,5
D41,Sexual Violation,2016,16,19,0,3
D33,Auto Theft,2016,3,11,0,8
D41,Auto Theft,2016,3,14,0,11
D33,Robbery-Financial,2016,2,2,1,0
D33,Break & Enter-House,2016,1,20,0,19
D33,Break & Enter-House,2016,0,2,0,2
D33,Auto Theft,2016,1,14,0,13
D33,Assault,2016,15,23,0,8
D41,Sexual Violation,2016,4,5,0,1
D33,Auto Theft,2016,2,18,0,16
D33,Assault,2016,39,50,0,11
D33,Break & Enter-Other,2016,2,2,1,0
D41,Auto Theft,2016,4,11,0,7
D33,Robbery-Other,2016,18,21,0,3
D33,Auto Theft,2016,4,30,0,26
D33,Assault,2016,3,9,0,6
D41,Sexual Violation,2016,6,11,0,5
D33,Robbery-Other,2016,6,9,0,3
D41,Auto Theft,2016,7,44,0,37
D33,Break & Enter-Other,2016,0,1,0,1
D33,Auto Theft,2016,1,17,0,16
D33,Attempt Murder,2016,1,1,1,0
D41,Sexual Violation,2016,16,22,0,6
D33,Robbery-Other,2016,6,19,0,13
D41,Break & Enter-Apartment,2016,0,2,0,2
D33,Break & Enter-Other,2016,1,2,0,1
D33,Auto Theft,2016,0,1,0,1
D33,Attempt Murder,2016,0,1,0,1
D41,Sexual Violation,2016,8,14,0,6
D33,Robbery-Other,2016,6,20,0,14
D33,Robbery-Other,2016,0,1,0,1
D33,Robbery-Other,2016,1,6,0,5
D33,Robbery-Other,2016,7,14,0,7
D33,Robbery-Other,2016,0,1,0,1
D33,Robbery-Other,2016,0,1,0,1
D33,Robbery-Other,2016,2,11,0,9
D33,Robbery-Other,2016,1,9,0,8
D33,Robbery-Other,2016,5,9,0,4
D33,Robbery-Other,2016,1,1,1,0
D33,Robbery-Other,2016,1,8,0,7
D33,Robbery-Other,2016,1,1,1,0
D33,Sexual Violation,2016,4,7,0,3
D33,Sexual Violation,2016,9,11,0,2
D33,Sexual Violation,2016,1,7,0,6
D33,Sexual Violation,2016,1,2,0,1
D33,Sexual Violation,2016,12,17,0,5
D33,Sexual Violation,2016,6,9,0,3
D33,Sexual Violation,2016,10,13,0,3
D33,Sexual Violation,2016,6,12,0,6
D33,Sexual Violation,2016,0,1,0,1
D33,Sexual Violation,2016,0,2,0,2
D33,Sexual Violation,2016,0,1,0,1
D33,Sexual Violation,2016,2,4,0,2
D33,Sexual Violation,2016,3,5,0,2
D33,Sexual Violation,2016,4,5,0,1
D33,Sexual Violation,2016,3,3,1,0
D33,Sexual Violation,2016,1,1,1,0
D33,Other,2016,17,17,1,0
D33,Other,2016,16,16,1,0
D33,Other,2016,3,3,1,0
D33,Other,2016,2,2,1,0
D33,Other,2016,1,1,1,0
D33,Other,2016,11,11,1,0
D33,Other,2016,4,4,1,0
D33,Other,2016,12,12,1,0
D33,Other,2016,8,8,1,0
D33,Other,2016,2,2,1,0
D33,Other,2016,2,2,1,0
D33,Other,2016,8,8,1,0
D33,Other,2016,5,5,1,0
D33,Other,2016,6,6,1,0
